,singer,genre,content,likes,sentiment,release_filled,release_rank,year,scaled_likes,feature
3451,에픽하이 (EPIK HIGH),랩/힙합,Love Love Love (Feat. Yoong Jin Of Casker),60732,joy,2007-01-23,0.13734664395523835,2007,0.5847817504260994,0.7221283943813377
3452,체리 필터,"인디음악, 록/메탈",Happy Day,17048,joy,2006-08-17,0.13068414584186808,2006,0.13934365932404266,0.27002780516591074
3453,원더걸스,댄스,이바보,26293,joy,2007-09-12,0.1481058237564415,2007,0.2531560246126588,0.4012618483691003
3454,리쌍,랩/힙합,내가 웃는게 아니야 (Feat. ALI),28424,joy,2005-10-13,0.11703572737661443,2005,0.27098348777790493,0.38801921515451937
3455,나비효과,록/메탈,첫사랑,13436,joy,2003-02-10,0.07824662023760755,2003,0.11190325482226737,0.1901498750598749
3456,보보,발라드,늦은 후회,14178,joy,2002-09-09,0.07177817546734515,2002,0.1368343837771579,0.20861255924450306
3457,SG 워너비,R&B/Soul,아리랑,29753,joy,2007-04-06,0.14256452273658338,2007,0.2864736299819931,0.4290381527185765
3458,프리스타일,랩/힙합,그리고 그후,20214,joy,2005-10-05,0.1168632355160741,2005,0.19271250429012698,0.30957573980620107
3459,유미,"발라드, 국내영화",별,42693,joy,2006-12-11,0.13603139351861834,2006,0.34895582165188604,0.48498721517050436
3460,하하,댄스,키 작은 꼬마 이야기,33391,joy,2007-09-04,0.14765303262252313,2007,0.3215052624483625,0.4691582950708857
3461,파란,발라드,첫사랑,14710,joy,2005-09-06,0.11559110804458916,2005,0.14023948442207224,0.2558305924666614
3462,팀,발라드,사랑합니다...,73311,joy,2003-04-22,0.08007934625584856,2003,0.6105790052303695,0.690658351486218
3463,제이레빗(J Rabbit),포크/블루스,바람이 불어오는 곳,36093,joy,2011-07-20,0.2188706095431122,2011,0.16252983293556086,0.38140044247867305
3464,불독 맨션,록/메탈,춘천가는 기차,1450,joy,2001-01-01,0.055068026477500594,2001,0.015101964296873372,0.07016999077437397
3465,서영은,발라드,가을이 오면,3701,joy,2004-08-03,0.09821255309515084,2004,0.023170349965566894,0.12138290306071774
3466,아이유,포크/블루스,가을 아침,281098,joy,2017-09-22,0.49690592725155786,2017,0.5091884626601528,1.0060943899117107
3467,존박,발라드,Falling,66610,joy,2012-02-22,0.2329502576597167,2012,0.1801468003050677,0.41309705796478435
3468,브라운 아이즈,R&B/Soul,With Coffee...,14756,joy,2001-06-07,0.05942344595614395,2001,0.1536859208032162,0.21310936675936015
3469,에디킴,포크/블루스,너 사용법,133796,joy,2014-04-11,0.29375363850018327,2014,0.4033657020370879,0.6971193405372711
3470,성시경,발라드,Try To Remember,3683,joy,2003-05-27,0.0812436663144958,2003,0.030674284572075824,0.11191795088657162
3471,장범준,"록/메탈, 국내드라마",흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,295376,joy,2019-08-23,0.6866038508807867,2019,0.6859558063654625,1.3725596572462493
3472,어반자카파,R&B/Soul,커피를 마시고 (Main Ver.),48918,joy,2009-07-02,0.17691196446667673,2009,0.43547310229407205,0.6123850667607488
3473,AKMU (악뮤),발라드,시간과 낙엽,98500,joy,2014-10-10,0.31231807499083636,2014,0.2969559751461415,0.6092740501369779
3474,가을방학,"인디음악, 포크/블루스",취미는 사랑 (Album Ver.),25536,joy,2010-10-07,0.19914185299381185,2010,0.1672145317390678,0.3663563847328797
3475,비투비,발라드,그리워하다,264560,joy,2017-10-16,0.5046033765281701,2017,0.4792310855337641,0.9838344620619341
3476,스탠딩 에그,"인디음악, 포크/블루스",오래된 노래,238243,joy,2012-09-04,0.24549904051402574,2012,0.6443283913088161,0.8898274318228419
3477,김진표,랩/힙합,시간을 찾아서 (Feat. 이적),4337,joy,2004-05-24,0.09523706850083012,2004,0.02715206911663432,0.12238913761746445
3478,김동규,"클래식, 오페라/성악",10월의 어느 멋진 날에,28278,joy,2011-10-28,0.22428254166756506,2011,0.12733822668527942,0.3516207683528445
3479,이수영,발라드,꿈에,3356,joy,2004-01-12,0.09090321050475432,2004,0.021010455143053903,0.11191366564780822
3480,윤건,발라드,라떼처럼,8743,joy,2009-11-05,0.18223765066085945,2009,0.07783109148691836,0.2600687421477778
3481,성시경,발라드,넌 감동이었어,63606,joy,2002-07-18,0.06985920351883397,2002,0.6139063962859652,0.6837655998047992
3482,규현 (KYUHYUN),발라드,광화문에서 (At Gwanghwamun),225430,joy,2014-11-13,0.3161344574052912,2014,0.6796221875857329,0.9957566449910241
3483,종현 (JONGHYUN),포크/블루스,가을이긴 한가 봐,25336,joy,2015-10-22,0.35578602384699975,2015,0.09946451845919504,0.45525054230619477
3484,아이유,발라드,너의 의미 (Feat. 김창완),225895,joy,2014-05-16,0.29675068457707154,2014,0.6810240609709406,0.9777747455480121
3485,김광석,포크/블루스,흐린 가을 하늘에 편지를 써,12827,joy,2012-07-09,0.2431704003967313,2012,0.03469063215002407,0.27786103254675537
3486,장범준,록/메탈,당신과는 천천히,116276,joy,2019-03-21,0.6405054011513832,2019,0.2700293772715133,0.9105347784228965
3487,브라운 아이드 소울,"발라드, R&B/Soul",아름다운 날들,17477,joy,2003-09-17,0.0853187865197611,2003,0.1455591831295599,0.230877969649321
3488,장윤주,발라드,Fly Away,1292,joy,2005-05-12,0.11065352853662219,2005,0.012317431262632041,0.12297095979925424
3489,김동률,발라드,기억의 습작,67622,joy,2007-03-15,0.1416373789861791,2007,0.6511280801933576,0.7927654591795367
3490,박선주 (Pak Sun Zoo),발라드,남과 여 (Feat. 김범수),26859,joy,2008-02-11,0.15498393669548718,2008,0.18598097190100957,0.34096490859649675
3491,박지윤,발라드,바래진 기억에,29959,joy,2009-04-23,0.1740874102503288,2009,0.26669812076593696,0.4407855310162658
3492,자전거 탄 풍경,국내영화,너에게 난 나에게 넌,74457,joy,2003-02-01,0.07708230017896031,2003,0.6201235966285771,0.6972058968075374
3493,샵,발라드,내입술...따뜻한 커피처럼,41097,joy,2003-01-24,0.0762414023588262,2003,0.3422810407435786,0.41852244310240483
3494,이수영,발라드,오늘 같은 밤,158,joy,2004-01-12,0.09090321050475432,2004,0.0009891692230639204,0.09189237972781825
3495,루시드폴,포크/블루스,가을 인사 (Feat. 이적),1352,joy,2007-11-15,0.15118911576359992,2007,0.012990014347754913,0.16417913011135482
3496,박효신,발라드,추억은 사랑을 닮아,103756,joy,2007-01-29,0.13779943508915674,2007,0.9990755808914866,1.1368750159806433
3497,SG 워너비,"발라드, 국내드라마",The Story,8019,joy,2004-09-02,0.09905345091528495,2004,0.05020346835284543,0.14925691926813037
3498,윤건,발라드,가을에 만나,10275,joy,2014-09-12,0.30837232368097633,2014,0.03097687964087923,0.3393492033218556
3499,브라운 아이즈,발라드,가지마 가지마,70982,joy,2008-06-17,0.16117208219237156,2008,0.4915038291625698,0.6526759113549414
3500,존박,록/메탈,Sipping My Life (Bonus Track),15355,joy,2013-07-03,0.2699713232281852,2013,0.05903929929521956,0.32901062252340474
3501,Sarah Kang,R&B/Soul,Cozy,646,joy,2020-10-29,0.8297505336466936,2020,0.0015143772065132285,0.8312649108532069
3502,Sarah Kang,R&B/Soul,Summer Is for Falling in Love (Korean Version),812,joy,2021-07-30,0.9319950839819747,2021,0.0026600449455870118,0.9346551289275618
3503,김마리,"인디음악, 록/메탈",너의 이름은 맑음,1609,joy,2021-05-20,0.904482632225792,2021,0.0052709511298639185,0.9097535833556558
3504,위수 (WISUE),"발라드, 인디음악",Me Before You,2217,joy,2019-10-12,0.7041117747256302,2019,0.005148570035183056,0.7092603447608133
3505,김마리,"발라드, 인디음악",나의 바다,569,joy,2019-08-26,0.6876388020440286,2019,0.0013213966396117092,0.6889601986836403
3506,윤새 (Yunsae),"인디음악, 일렉트로니카",데리러 가 (DRRG),1155,joy,2020-02-27,0.7493477651523319,2020,0.0027075939218618866,0.7520553590741939
3507,백예린 (Yerin Baek),발라드,Antifreeze,38164,joy,2021-09-10,0.952478492421139,2021,0.12502211244258954,1.0775006048637286
3508,라이프 앤 타임,"인디음악, 록/메탈",빛 (Light),4902,joy,2015-09-22,0.3506112680307898,2015,0.019244358599896358,0.36985562663068616
3509,위아더나잇 (We Are The Night),"인디음악, 록/메탈",여름 소설,1128,joy,2021-08-09,0.9359839582569699,2021,0.003695234850519888,0.9396791931074898
3510,위수 (WISUE),"인디음악, 록/메탈",지나간 여름을 안타까워마,1377,joy,2021-07-31,0.9327066129067035,2021,0.004510938288267629,0.9372175511949712
3511,백예린 (Yerin Baek),발라드,산책,49560,joy,2021-09-10,0.952478492421139,2021,0.16235446736858658,1.1148329597897255
3512,스탠딩 에그,"R&B/Soul, 인디음악",Everyday,7127,joy,2021-05-09,0.8998900364389056,2021,0.02334746345714117,0.9232374998960469
3513,바닐라 어쿠스틱,"인디음악, 포크/블루스",여름색,326,joy,2021-07-29,0.931369800987516,2021,0.001067949079139613,0.9324377500666556
3514,위수 (WISUE),"인디음악, 록/메탈",교토,842,joy,2021-07-31,0.9327066129067035,2021,0.0027583224682072214,0.9354649353749107
3515,리오 (RIO),"R&B/Soul, 인디음악",장미 유행가,3516,joy,2021-03-31,0.8869531468983809,2021,0.011518125651088586,0.8984712725494695
3516,혁오 (HYUKOH),"인디음악, 록/메탈",Ohio,53640,joy,2014-09-18,0.3091269755708403,2014,0.16171287824202063,0.4708398538128609
3517,바닐라 어쿠스틱,"인디음악, 포크/블루스",In Paris,402,joy,2021-07-29,0.931369800987516,2021,0.0013169188031108112,0.9326867197906268
3518,신인류,"인디음악, 록/메탈",한여름 방정식,1754,joy,2019-08-06,0.6809331809655232,2019,0.004073338674655426,0.6850065196401787
3519,리오 (RIO),"인디음악, 포크/블루스",New Boots,762,joy,2021-03-31,0.8869531468983809,2021,0.0024962490745533287,0.8894493959729343
3520,마인드유,발라드,"안녕, 여름밤",2268,joy,2021-07-06,0.9227452079604995,2021,0.0074297807100878605,0.9301749886705873
3521,리오 (RIO),"발라드, 인디음악",Sweetbitter,3416,joy,2021-03-31,0.8869531468983809,2021,0.011190533909021222,0.8981436808074021
3522,참솜 (Chamsom),"인디음악, 포크/블루스",Oh my love,957,joy,2020-05-27,0.7779167295543242,2020,0.0022434349638284206,0.7801601645181526
3523,정예원 (YEWON),"R&B/Soul, 인디음악",Wallflower,569,joy,2020-06-17,0.7848595269410725,2020,0.0013338709450557693,0.7861933978861283
3524,김뜻돌,"인디음악, 록/메탈",삐뽀삐뽀,2695,joy,2020-09-27,0.8146143728842796,2020,0.006317719151011069,0.8209320920352907
3525,디너프 (DNEIRF),"랩/힙합, 인디음악",raindrops fallin ㅠ,726,joy,2020-06-30,0.7885896634252573,2020,0.001701916179456043,0.7902915796047133
3526,개코,R&B/Soul,Vacation (Feat. SOLE),21091,joy,2018-08-21,0.5771793268505143,2018,0.05548671565261543,0.6326660425031297
3527,9와 숫자들,"인디음악, 록/메탈",검은 돌,1653,joy,2016-11-26,0.43168244248474524,2016,0.005806621586019144,0.4374890640707644
3528,kennytheking (케니더킹),R&B/Soul,Lemonade,8640,joy,2019-04-08,0.6469954074042132,2019,0.020064792559306092,0.6670601999635193
3529,새소년,"인디음악, 록/메탈",나는 새롭게 떠오른 외로움을 봐요,17208,joy,2017-10-26,0.5087647426637056,2017,0.03117103311107126,0.5399357757747769
3530,9와 숫자들,"인디음악, 록/메탈",빙글,4839,joy,2015-04-23,0.33612195174540205,2015,0.018997032081782633,0.35511898382718465
3531,Bye Bye Badman,"인디음악, 록/메탈",너의 파도,12823,joy,2017-04-29,0.466719851657,2017,0.023227926405350232,0.4899477780623502
3532,문수진 (Moon Sujin),R&B/Soul,저 달 (Feat. 태일 of NCT),10786,joy,2021-04-11,0.8910282671036461,2021,0.035334045299386094,0.9263623124030322
3533,Colde (콜드),R&B/Soul,빛,9520,joy,2021-04-01,0.887319692102029,2021,0.03118673384481324,0.9185064259468423
3534,g1nger,"R&B/Soul, 인디음악",Happy sad carpet,3254,joy,2019-06-03,0.662519674852843,2019,0.007556809605090512,0.6700764844579336
3535,lofi,재즈,d i a r y (feat. 은비 of 은은),1414,joy,2019-05-30,0.6613337933116282,2019,0.003283751930423474,0.6646175452420517
3536,dana kim,R&B/Soul,"Wasted times (feat. Jooyoung, Mckdaddy)",5426,joy,2019-11-04,0.7132969662994029,2019,0.012600875512360516,0.7258978418117634
3537,수비 (Soovi),R&B/Soul,Make the Move (feat. pH-1),12538,joy,2020-04-19,0.7656051230082581,2020,0.02939204553446263,0.7949971685427207
3538,에이민,R&B/Soul,스며들어 (Feat. THAMA),3271,joy,2020-05-03,0.7696371202483884,2020,0.007667999756199335,0.7773051200045877
3539,다운 (Dvwn),"R&B/Soul, 인디음악",불면증 (Feat. YAYYOUNG),15607,joy,2019-12-16,0.731904525755191,2019,0.036244353874200254,0.7681488796293913
3540,JUNNY (주니),R&B/Soul,AURA (feat. pH-1) (Prod. GXXD),14086,joy,2020-02-01,0.7402056965436944,2020,0.033020924660906094,0.7732266212046005
3541,Cosmic Boy,R&B/Soul,"Can I Love ? (Feat. 유라(youra), Meego)",93196,joy,2019-02-18,0.6305655576877467,2019,0.2164303712218855,0.8469959289096322
3542,김뮤지엄 (KIMMUSEUM),R&B/Soul,Paint Laurent,6840,joy,2020-06-16,0.7845361047025594,2020,0.016034582186610656,0.8005706868891701
3543,Austn (오스틴),"랩/힙합, 인디음악",Wonder (Feat. Harms),11210,joy,2018-07-21,0.5716595873132237,2018,0.029491540584411315,0.601151127897635
3544,죠지,R&B/Soul,camping everywhere,15163,joy,2019-07-14,0.6757153021841783,2019,0.03521324647879147,0.7109285486629697
3545,조제 (Josee),"R&B/Soul, 인디음악",why don't you love me?,5572,joy,2019-05-09,0.6554259470881219,2019,0.01293993334958953,0.6683658804377114
3546,The BLANK Shop,"재즈, 애시드/퓨전/팝",We are all Muse (Feat. 백예린),8234,joy,2020-09-17,0.8105823756441494,2020,0.0193024487901392,0.8298848244342886
3547,DPR LIVE,R&B/Soul,"Jam & Butterfly (Feat. Crush, eaJ)",30701,joy,2020-11-27,0.8461156989154576,2020,0.07197042510396691,0.9180861240194245
3548,lofi,R&B/Soul,m o v i e (feat. Jade),2832,joy,2020-06-22,0.7866922529593136,2020,0.006638879642175639,0.7933311326014892
3549,죠지,R&B/Soul,let's go picnic,37890,joy,2018-07-06,0.5678000819336338,2018,0.09968193334017347,0.6674820152738073
3550,정은지,"포크/블루스, 국내드라마",인생 한잔,1674,joy,2021-10-29,0.9925828499967659,2021,0.005483885762207707,0.9980667357589736
3551,멜로망스,"발라드, 국내드라마",우리의 이야기,10357,joy,2021-10-15,0.9809396494102935,2021,0.033928676725917095,1.0148683261362106
3552,도토리,포크/블루스,"돌담길 (Feat. 스탠딩에그, 하림, 조정치)",126,joy,2021-10-31,0.9934237478169,2021,0.00041276559500488114,0.9938365134119049
3553,임창정,발라드,별거 없던 그 하루로,10124,joy,2021-11-01,0.9939627848810886,2021,0.03316538796690013,1.0271281728479886
3554,케이시 (Kassy),발라드,나 그댈위해 시 한편을 쓰겠어,13948,joy,2021-10-28,0.9917203906940643,2021,0.045692496183556204,1.0374128868776205
3555,카더가든,발라드,숨을 곳 없어요,3151,joy,2021-11-07,0.998404450290002,2021,0.010322415792542701,1.0087268660825448
3556,러브런치 (Luvrunch),"인디음악, 포크/블루스",물들어가,440,joy,2017-09-27,0.4987817762349339,2017,0.0007970278108363176,0.4995788040457702
3557,2am,발라드,가까이 있어서 몰랐어,10700,joy,2021-11-01,0.9939627848810886,2021,0.03505231640120816,1.0290151012822968
3558,김대명,"발라드, 국내드라마",가을 우체국 앞에서,52629,joy,2021-06-25,0.9182388581038833,2021,0.17240825793263403,1.0906471160365174
3559,2am,댄스,어떡하죠,12874,joy,2008-07-11,0.16192673408223549,2008,0.08914401251921505,0.25107074660145057
3560,이무진,포크/블루스,가을 타나 봐,45795,joy,2021-09-14,0.9548071325384334,2021,0.15002063827975023,1.1048277708181837
3561,규현 (KYUHYUN),발라드,내 마음을 누르는 일 (Daystar),22095,joy,2020-10-08,0.8183445093684643,2020,0.05179592008964363,0.8701404294581079
3562,조정석,"발라드, 국내드라마",좋아좋아,78340,joy,2021-07-16,0.9267125207529271,2021,0.2566353707355745,1.1833478914885016
3563,제이레빗(J Rabbit),"발라드, 국내드라마",너로 가득해,1844,joy,2020-10-12,0.8198538131481922,2020,0.004322773326331878,0.8241765864745241
3564,규현 (KYUHYUN),발라드,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),110233,joy,2020-08-23,0.8038120701179414,2020,0.25841229505506613,1.0622243651730074
3565,김세정,"발라드, 국내드라마",내 마음이 그렇대,5149,joy,2020-10-13,0.8201772353867053,2020,0.01207047714603191,0.8322477125327372
3566,헤이즈 (Heize),R&B/Soul,떨어지는 낙엽까지도,52884,joy,2019-10-13,0.7044351969641434,2019,0.12281325112341937,0.8272484480875627
3567,크래커 (CRACKER),"발라드, 인디음악",그런 날 (Feat. 김호연 of 달 좋은 밤),54080,joy,2018-01-31,0.532913603139352,2018,0.14227497901917607,0.6751885821585281
3568,도영 (DOYOUNG),발라드,별빛이 피면 (Star Blossom),43237,joy,2017-10-13,0.5035253023997931,2017,0.07832066240256788,0.581845964802361
3569,화사 (Hwa Sa),R&B/Soul,가을속에서,30228,joy,2019-10-11,0.7035511761788742,2019,0.07019890619012784,0.773750082369002
3570,윤지온,"록/메탈, 국내드라마",느린 걸음,7880,joy,2019-09-28,0.6986351581534748,2019,0.018299833954552317,0.7169349921080271
3571,바버렛츠 (The Barberettes),"발라드, 인디음악",가을이 오네,1705,joy,2017-10-19,0.5056814506565472,2017,0.003088482766990731,0.5087699334235379
3572,승팝이,발라드,지루해(Feel Down),223,joy,2019-10-22,0.7078203497272474,2019,0.000517876011658016,0.7083382257389054
3573,첸 (CHEN),발라드,널 안지 않을 수 있어야지,54494,joy,2019-10-01,0.6994544944910412,2019,0.12655217658875303,0.8260066710797943
3574,바이브,발라드,가을 타나 봐,161729,joy,2018-09-18,0.5847689687142889,2018,0.42548058583195875,1.0102495545462475
3575,김재환,발라드,9월의 바캉스,23338,joy,2019-08-26,0.6876388020440286,2019,0.054198163049662684,0.7418369650936913
3576,케이시 (Kassy),발라드,가을밤 떠난 너,112915,joy,2019-09-05,0.6915198689061861,2019,0.2622240800733851,0.9537439489795712
3577,양다일,발라드,고백,142115,joy,2018-10-15,0.5939757217706291,2018,0.3738795976943456,0.9678553194649746
3578,김한울 (Kim HanOul),"인디음악, 록/메탈",왜 이제서야,186,joy,2019-08-20,0.6852886004441666,2019,0.0004319503953739506,0.6857205508395405
3579,디에이드 (The Ade),"발라드, 인디음악",헤어지고 있었어,7543,joy,2018-10-18,0.5948166195907632,2018,0.01984430781696829,0.6146609274077315
3580,서액터,"R&B/Soul, 인디음악",데려다줄게 (Feat. Sunkiss),335,joy,2019-10-01,0.6994544944910412,2019,0.0007779751744638357,0.7002324696655051
3581,를 (LEL),발라드,느린 이별,381,joy,2019-09-26,0.6975786455076652,2019,0.0008848016163305117,0.6984634471239958
3582,루시드폴,포크/블루스,걸어가자,2212,joy,2009-12-10,0.184091938161668,2009,0.01969145309036525,0.20378339125203324
3583,로만티코,R&B/Soul,벌써 가을이구나 (Feat. 양은선),1420,joy,2014-09-12,0.30837232368097633,2014,0.004280989692462142,0.3126533133734385
3584,서교동의 밤,"R&B/Soul, 인디음악","Walking in the Moonlight (Feat. 다원, Lazier)",36901,joy,2017-07-19,0.4847452510834645,2017,0.0668434619265249,0.5515887130099895
3585,마인드유,"발라드, 인디음악",만약에 (If),9522,joy,2017-11-03,0.5113089976066755,2017,0.017248406397235037,0.5285574040039105
3586,롱디 (LONG:D),"R&B/Soul, 인디음악","나와 (With J;KEY, 크래커)",6506,joy,2017-06-12,0.47646564177752865,2017,0.011785143039320644,0.4882507848168493
3587,오왠 (O.WHEN),"발라드, 인디음악",Fall In Love,12950,joy,2017-10-18,0.5052717824877639,2017,0.023457977614387077,0.528729760102151
3588,담소네공방,"인디음악, 포크/블루스",나에게 사랑이란,2269,joy,2017-02-14,0.44899631298648096,2017,0.004110127506335466,0.45310644049281645
3589,서액터,R&B/Soul,August (Feat. KURO),2863,joy,2019-08-16,0.6845986330020053,2019,0.006648784849223766,0.6912474178512291
3590,2BIC(투빅),R&B/Soul,사랑은 공전,1619,joy,2017-11-13,0.5145647814743742,2017,0.0029327000585090872,0.5174974815328833
3591,우효,"인디음악, 록/메탈",민들레 (single ver.),67517,joy,2017-05-30,0.47342547273550534,2017,0.12230210614599014,0.5957275788814955
3592,윤도현,발라드,가을 우체국 앞에서 (2014 Ver.),6568,joy,2014-09-16,0.3086741844369219,2014,0.01980108471837419,0.3284752691552961
3593,커피소년,발라드,내가 니편이 되어줄게 (Feat. 하은),56858,joy,2014-05-30,0.29851872614760994,2014,0.17141444502395245,0.4699331711715624
3594,달 좋은 밤,"R&B/Soul, 인디음악",달 좋은 밤,937,joy,2016-12-08,0.4356713167597404,2016,0.0032914727320628788,0.4389627894918033
3595,오현란,-,조금만 사랑했다면,561,joy,1999-01-01,0.0401043575756269,1999,0.005925941631065079,0.04603029920669198
3596,izi,"발라드, 국내드라마",응급실,93761,joy,2005-01-20,0.10560814161581751,2005,0.8938813255539031,0.9994894671697206
3597,윤미래,"발라드, 국내드라마",말없이 울더라도,6185,joy,2007-12-10,0.15248280471765238,2007,0.059528738841972476,0.21201154355962487
3598,윤하 (YOUNHA),"발라드, 국내드라마",멀리서 안부,22895,joy,2013-04-09,0.2641281614523815,2013,0.08803026749358853,0.35215842894597005
3599,백지영,"발라드, 국내드라마",오늘도 사랑해,14958,joy,2011-07-15,0.2186765562000043,2011,0.06735713964065386,0.2860336958406582
3600,제이엠,국내영화,슬픔 속에 그댈 지워야만 해,2093,joy,2002-08-02,0.07031199465275233,2002,0.020191685889949518,0.09050368054270184
3601,거미,"발라드, 국내드라마",통증,21697,joy,2007-05-15,0.14394445762090602,2007,0.20889945979258345,0.35284391741348947
3602,JOO,"발라드, 국내드라마",초연,3752,joy,2007-07-09,0.14620841329049786,2007,0.03610049206058796,0.18230890535108582
3603,별,발라드,심장을 버린 후에,891,joy,2010-04-29,0.19275965415381963,2010,0.005834435611666252,0.19859408976548587
3604,MOONBOW (양선미),"발라드, 국내드라마",많이 아파,292,joy,2009-11-26,0.18355290109747946,2009,0.0025994142415852865,0.18615231533906473
3605,별,국내드라마,I Think I (풀 하우스 OST),21524,joy,2004-07-19,0.09741477824015181,2004,0.13475239466599886,0.2321671729061507
3606,JOO,발라드,기대했단 말야,1856,joy,2012-02-13,0.23204467539187995,2012,0.005019553541002937,0.2370642289328829
3607,케이윌,"발라드, 국내드라마",사랑까진 안돼요,2814,joy,2010-02-16,0.18892171025679727,2010,0.018426601359403855,0.20734831161620113
3608,백지영,발라드,아카시아,7548,joy,2013-03-26,0.26287759546346406,2013,0.029021727846324796,0.29189932330978885
3609,이수영,국내드라마,이 죽일 놈의 사랑,3597,joy,2005-11-10,0.11802755557472133,2005,0.034292415055485644,0.15231997063020697
3610,JOO,"발라드, 국내드라마",뒤돌아봐,8181,joy,2010-04-05,0.19112098147868647,2010,0.05357072697984468,0.24469170845853117
3611,호란,-,불안한 사랑,1488,joy,2009-05-26,0.1753379762392462,2009,0.013246330107804474,0.1885843063470507
3612,선예 (Wonder Girls),"발라드, 국내드라마",일월지가 (日月之歌),6447,joy,2007-07-09,0.14620841329049786,2007,0.06205163265895675,0.2082600459494546
3613,지아,"발라드, 국내드라마",들리나요,3920,joy,2011-04-15,0.2122081114297419,2011,0.017652091682802722,0.22986020311254463
3614,한예슬,국내드라마,그댄 달라요,30436,joy,2004-05-20,0.09510769960542488,2004,0.19054654729856635,0.2856542469039912
3615,지선,"발라드, 국내드라마",이별 못한 이별,9777,joy,2005-06-15,0.11252937751999828,2005,0.09321015902070702,0.20573953654070531
3616,임정희,"발라드, 국내드라마",꽃향기,10064,joy,2014-02-07,0.2883201448931629,2014,0.03034076074995704,0.31866090564311994
3617,박화요비,"발라드, 국내드라마",늦은사랑,1850,joy,2010-02-16,0.18892171025679727,2010,0.012114148015244183,0.20103585827204146
3618,서영은,"발라드, 국내드라마",그리움도 사랑 같아서,1120,joy,2007-12-10,0.15248280471765238,2007,0.010756001502181051,0.16323880621983344
3619,Jessica (제시카),"발라드, 국내드라마",눈물이 넘쳐서,1493,joy,2011-05-18,0.2137174152094698,2011,0.006723105327149098,0.2204405205366189
3620,소야 (SOYA),"발라드, 국내드라마",눈물아 슬픔아,5280,joy,2008-11-04,0.16598029280493326,2008,0.036560539544932075,0.20254083234986534
3621,펀치 (Punch),"발라드, 국내드라마",Why Why Why,28323,joy,2018-04-07,0.5468207593954161,2018,0.07451283710725082,0.621333596502667
3622,백지영,"발라드, 국내드라마",나쁜 사람,11161,joy,2006-10-19,0.13329308523254058,2006,0.09122563243287425,0.2245187176654148
3623,지선,"발라드, 국내드라마",사랑에 미쳐서,2544,joy,2009-05-01,0.17458332434938226,2009,0.022646951474633456,0.1972302758240157
3624,에일리(Ailee),"발라드, 국내드라마",첫눈처럼 너에게 가겠다,331764,joy,2017-01-07,0.4426141141464887,2017,0.6009662150779548,1.0435803292244434
3625,BMK,발라드,기다림은 상처만 남기고,1136,joy,2010-06-09,0.19457081868949308,2010,0.007438741700171563,0.20200956038966464
3626,이수영,"발라드, 국내드라마",착한 여자,5055,joy,2012-10-10,0.24774143470105006,2012,0.01367125169707427,0.2614126863981243
3627,애즈원,"발라드, 국내드라마",미안해야 하는거니,18461,joy,2005-01-20,0.10560814161581751,2005,0.17600007626892425,0.2816082178847418
3628,제이레빗(J Rabbit),"포크/블루스, 국내드라마",Don't Know Why,530,joy,2015-02-03,0.3278639039220337,2015,0.0020806834063535435,0.3299445873283872
3629,백예린 (Yerin Baek),"발라드, 국내드라마","다시 난, 여기",112617,joy,2020-01-12,0.7361521378209966,2020,0.264000956448762,1.0001530942697587
3630,효린,"발라드, 국내드라마",미치게 만들어,53339,joy,2013-08-21,0.2728390004096682,2013,0.20508610778949635,0.47792510819916456
3631,알리 (ALi),"발라드, 국내드라마",돌 틈 꽃,3911,joy,2014-07-09,0.30246447745746996,2014,0.01179081034311228,0.31425528780058226
3632,성시경,"발라드, 국내드라마","다정하게, 안녕히",53679,joy,2016-09-14,0.4141960801224692,2016,0.18856239571441116,0.6027584758368804
3633,별,"발라드, 국내드라마",두 뺨에 닿기 전에,5707,joy,2012-08-28,0.2449384419672697,2012,0.015434586238417975,0.26037302820568764
3634,장혜진,발라드,살잖아,383,joy,2010-01-27,0.18810237391923068,2010,0.0025079560485613633,0.19061032996779204
3635,서영은,"발라드, 국내드라마",자꾸만,362,joy,2010-11-08,0.20175079238448437,2010,0.0023704440981180508,0.20412123648260241
3636,오현란,-,원(願),243,joy,2001-06-29,0.0600271674680351,2001,0.0025308809132001584,0.06255804838123526
3637,김은영,"발라드, 국내드라마",보이지 말아줘,1915,joy,2015-06-04,0.34047737122404537,2015,0.007517940987107614,0.347995312211153
3638,태연 (TAEYEON),"발라드, 국내드라마",미치게 보고싶은,33538,joy,2012-03-28,0.2350417214687682,2012,0.0907035488459895,0.3257452703147577
3639,이슬비,"발라드, 국내드라마",내가 사랑할 사람 (미호 Theme),1637,joy,2010-08-18,0.19670540546367968,2010,0.010719383946462014,0.2074247894101417
3640,서영은,"발라드, 국내드라마",쉬운 일,480,joy,2019-01-14,0.6216391039047846,2019,0.0011147106977392274,0.6227538146025239
3641,성시경,"발라드, 국내드라마",연연,29094,joy,2008-11-04,0.16598029280493326,2008,0.20145688210610865,0.3674371749110419
3642,박화요비,국내드라마,이러다가,540,joy,2011-03-25,0.21138877509217535,2011,0.002431665690998334,0.2138204407831737
3643,박화요비,"발라드, 국내드라마",그대만 흘러요,3558,joy,2012-12-10,0.2537570883373941,2012,0.009622613954142484,0.26337970229153657
